Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Hyundai,Carnival,2022,3000,12884,29073,28804,13505,18648,Absence
Toyota,NaAbsence,2014,40316,10444,125062,168675,70864,50212,Presence
Nissan,i20Active,2019,20081,10842,28813,52221,21956,17996,Absence
Hyundai,Carnival,2020,3000,8670,27503,15591,13769,25809,Absence
Mahindra,EtiosLiva,2020,3000,12417,16150,23859,20872,21211,Absence
Hyundai,Hector,2014,357977,151000,113389,78613,74998,109323,Absence
Tata,InAbsenceva,2019,6836,13679,24976,16528,20266,18350,Presence
Maruti,EtiosLiva,2020,3000,9340,32846,43940,25688,34673,Absence
Hyundai,A4,2020,29738,9461,49555,49335,18332,34032,Absence
Honda,Polo,2022,29263,11382,35060,42697,12041,43749,Presence
Hyundai,Triber,2020,21168,9699,27782,146384,18976,113524,Presence
Maruti,EtiosLiva,2020,18189,9262,24502,49643,29546,27593,Presence
Renault,Carnival,2015,8064,9661,26961,24953,14298,17498,Absence
Tata,NaAbsence,2011,3000,86446,133829,158385,181422,71034,Presence
Toyota,Carnival,2019,23740,25647,14930,51113,30996,15770,Presence
Renault,Amaze,2023,282066,151000,124109,53470,147676,41408,Absence
Maruti,EtiosLiva,2015,14206,6638,25008,27385,19179,15860,Presence
MarutiSuzuki,Creta,2018,20047,11875,23488,100004,145969,100510,Absence
Maruti,Harrier,2022,26254,10377,7000,26391,17334,14627,Presence
Maruti,NaAbsence,2023,70985,151000,79524,186979,65333,117063,Presence
MarutiSuzuki,City,2020,22694,11210,35737,58614,27309,35483,Presence
Tata,Polo,2020,4842,11851,17011,66929,21304,18218,Presence
Maruti,EtiosLiva,2021,4329,12681,23759,34330,22613,11852,Presence
Toyota,Amaze,2023,252908,89589,140367,168432,173803,96452,Presence
Mahindra,NaAbsence,2020,84767,13390,23509,29655,103788,33629,Presence
MarutiSuzuki,Polo,2018,3000,12772,33808,41178,32157,31130,Presence
Honda,Carnival,2022,35303,21706,109583,161111,19891,94404,Presence
MarutiSuzuki,Carnival,2018,3942,8916,27434,43011,35559,47128,Presence
Tata,Venue,2014,26248,26104,153000,171287,137059,87368,Absence
Renault,City,2015,17066,10530,20251,30213,34793,31490,Presence
Tata,NaAbsence,2020,63136,20784,28340,29774,26177,21264,Presence
Hyundai,Carnival,2018,38876,9977,16140,95786,25475,86654,Absence
MarutiSuzuki,i20Active,2020,3000,11646,23823,16587,24266,11126,Absence
Tata,Polo,2020,8675,8889,31730,38645,25257,18387,Presence
Mahindra,Amaze,2023,206022,151000,153000,157973,179217,123071,Absence
Maruti,Venue,2020,29751,151000,35422,146033,224042,97360,Absence
Porsche,EtiosLiva,2021,43079,10450,31125,11367,17344,14212,Presence
Mahindra,Carnival,2019,3000,11484,14700,132069,16114,33114,Absence
Honda,Carnival,2023,39948,72072,138726,88577,110563,63841,Presence
MarutiSuzuki,NaAbsence,2014,3000,12022,30544,37445,22682,50561,Presence
Hyundai,Amaze,2023,158430,144668,69532,179687,126416,139334,Presence
Porsche,Hexa,2021,15012,12723,16765,56797,15600,27284,Presence
Honda,Creta,2019,16790,12178,20742,109261,136677,83988,Presence
Maruti,Amaze,2018,379182,151000,113525,163696,154193,112926,Absence
Hyundai,Carnival,2020,3000,6722,14285,23781,20732,20183,Absence
Toyota,Hector,2023,15062,11874,63353,27993,129258,124963,Presence
Mahindra,Carnival,2023,38871,10775,30958,44986,31962,28661,Absence
Mahindra,Yaris,2021,13687,9957,24107,21044,17422,15004,Presence
Kia,Amaze,2022,237470,11794,88330,147352,164504,105794,Presence
Tata,Hector,2014,19297,151000,29887,94741,145305,63882,Presence
Maruti,Carnival,2011,41397,12144,19892,51891,21837,204707,Absence
Maruti,EtiosLiva,2022,3000,12636,31424,21515,16042,40683,Presence
Rolls-Royce,Creta,2021,53049,11249,27105,50259,23022,85238,Presence
Tata,Polo,2011,11608,12358,30914,43471,24315,25324,Presence
Skoda,Carnival,2019,58105,24919,23855,85332,22341,34462,Presence
MarutiSuzuki,Polo,2017,28815,11446,78269,38038,17912,36231,Presence
Renault,WR-V,2012,3000,10985,22288,28795,26249,14217,Presence
Honda,Amaze,2012,52429,151000,123029,154137,149314,99675,Presence
Toyota,EcoSport,2020,224303,12980,137053,46115,61556,19374,Presence
Maruti,i20,2019,3000,8976,25835,56574,20828,33206,Presence
Tata,NaAbsence,2021,5624,12991,28850,104777,62365,15435,Absence
Mahindra,XUV300,2023,251604,137990,153000,53302,151814,106336,Presence
Toyota,Creta,2019,24196,11718,40821,51117,17344,18174,Presence
MarutiSuzuki,WR-V,2018,67570,11811,71709,113410,17833,119034,Presence
Mahindra,Amaze,2018,272817,10888,151694,52220,186269,98307,Absence
,NaAbsence,2021,118113,145083,67569,148403,165170,105793,Presence
Tata,Creta,2023,24274,9523,133695,22222,133394,32260,Presence
Hyundai,Polo,2020,32834,10117,23064,27416,18515,32839,Absence
Maruti,Carnival,2013,24558,10535,23127,41285,26606,34687,Presence
Tata,EtiosLiva,2018,3000,14074,25748,25313,18131,32814,Presence
Maruti,i20Active,2021,28052,12649,35048,48765,33963,20569,Presence
Maruti,Polo,2021,11720,9909,76485,45554,34897,31896,Presence
Tata,Micra,2017,11957,9213,41138,44502,28566,41041,Presence
Mahindra,Creta,2023,8981,11794,17389,31384,62298,18643,Absence
Hyundai,Ghibli,2020,23059,25200,18858,28050,22782,25578,Absence
Hyundai,i20Active,2019,14022,12579,18289,46467,24242,10000,Absence
Kia,i20Active,2013,31074,10477,27814,25531,30207,12180,Presence
Audi,Sonnet,2020,146464,77073,141533,99560,166894,89707,Presence
Renault,NaAbsence,2021,17065,10153,26533,58491,26809,32817,Presence
Honda,NaAbsence,2020,25181,11406,23700,149938,65768,115921,Presence
Hyundai,Carnival,2017,34612,151000,116891,163175,117180,87867,Presence
Mahindra,Hexa,2020,19099,9683,20939,141085,24834,14649,Presence
Hyundai,Fiesta,2019,29139,9424,18586,30825,24583,36272,Presence
Tata,Sonnet,2016,44049,9128,33884,39093,23067,67851,Presence
Maruti,Creta,2014,258020,151000,125272,158319,142619,78836,Presence
MarutiSuzuki,EcoSport,2019,166745,24860,149332,84061,116554,60449,Presence
Hyundai,Amaze,2022,149933,151000,60357,140452,159640,107545,Presence
Honda,Carnival,2015,30233,11468,14811,41626,12319,25837,Presence
Maruti,Amaze,2016,17441,7177,28931,106905,69955,15435,Absence
Toyota,NaAbsence,2023,11461,12844,57749,26768,117944,83172,Presence
Tata,Venue,2015,26073,10527,23971,25552,128767,26603,Absence
Maruti,Amaze,2019,25282,10880,18882,67825,130961,125858,Presence
Mahindra,Hector,2016,15323,11696,25612,49776,31863,47607,Presence
MarutiSuzuki,Polo,2020,33897,9588,29263,25590,26476,99005,Absence
Renault,i20Active,2019,19889,9719,19404,49191,14420,10060,Presence
Maruti,WR-V,2020,155402,151000,150280,109579,126693,82829,Presence
Hyundai,Amaze,2023,73966,130050,136128,164366,147981,172919,Presence
Maruti,i20Active,2021,29616,11449,23847,21301,29910,18297,Presence
Maruti,XyloD2MAXX,2021,9623,9451,18992,30204,22681,13611,Presence
Maruti,Aspire,2010,20537,56564,17436,86546,110851,19445,Absence
Hyundai,Endeavour,2013,16489,8675,13248,57016,28525,32958,Absence
Maruti,Aspire,2011,23032,11206,69608,27799,153236,39203,Presence
Suzuki,WR-V,2020,15512,12500,57219,24545,21165,18017,Presence
Toyota,Amaze,2023,123596,143857,141822,176382,188171,125623,Presence
MarutiSuzuki,Carnival,2016,43783,26925,24531,26852,22467,20216,Presence
Lamborghini,Carnival,2011,91023,151000,128316,170511,161179,96801,Presence
Hyundai,Amaze,2010,247000,151000,89321,176699,165145,199749,Absence
Mahindra,Venue,2023,16431,108050,153000,141673,179743,68191,Presence
Hyundai,488GTB,2021,16714,11652,25563,46518,27759,27560,Absence
Volkswagen,Carnival,2020,19615,13175,24977,55926,26737,11875,Presence
Suzuki,Harrier,2021,15645,12425,26849,63262,22416,21949,Presence
Maruti,488GTB,2020,14980,9247,27545,50589,19834,26504,Absence
Maruti,EtiosLiva,2021,3000,13864,30056,49418,28995,38538,Presence
Hyundai,Carnival,2014,37717,11808,78794,43309,25616,108612,Presence
MarutiSuzuki,Seltos,2023,26543,13233,35300,48992,25334,39560,Presence
Maruti,Carnival,2021,5712,12502,31744,20892,30156,35820,Presence
Hyundai,EtiosLiva,2018,7138,10467,24793,17857,29965,19509,Absence
Toyota,Polo,2020,29445,11646,39005,53989,21625,21566,Presence
Tata,Carnival,2015,39621,11510,39218,43531,18473,21339,Presence
Maruti,Sentra,2020,3125,10230,29415,45824,23504,28200,Presence
Hyundai,NaAbsence,2023,221116,8345,62737,141412,186802,110921,Absence
Tata,NaAbsence,2016,314636,11144,66777,120423,162954,90057,Absence
Toyota,Harrier,2019,23908,13190,28699,58254,26254,21442,Presence
Hyundai,Amaze,2023,160490,70342,130613,158336,161844,79819,Presence
Maruti,Creta,2016,14321,11121,23913,43876,34883,36833,Presence
Nissan,Carnival,2020,26480,11453,20816,29066,32333,28948,Presence
Toyota,EcoSport,2019,183703,10254,108113,150696,47427,96910,Presence
Skoda,NaAbsence,2023,294497,9406,144686,147116,174953,81329,Absence
Toyota,i20Active,2019,35609,9771,29888,47931,32178,27220,Absence
Maruti,KUV100NXT,2020,3000,13202,21257,49048,34172,30062,Presence
Toyota,Amaze,2017,14684,74757,119360,117481,16420,62273,Presence
Tata,Harrier,2018,13177,12691,52786,48870,73498,28270,Presence
Fiat,i20Active,2016,18646,12174,23548,21572,27447,51131,Absence
MarutiSuzuki,EtiosLiva,2019,3000,10699,22139,19642,38887,26302,Absence
Mahindra,Compass,2015,23439,11375,17815,48981,61564,18502,Absence
Maruti,EtiosLiva,2020,24967,12167,60048,27889,27314,29173,Presence
Maruti,Carnival,2020,16792,9883,36488,41580,14781,35335,Presence
Ford,Carnival,2020,19092,151000,153000,153907,89156,269226,Presence
Hyundai,KUV100,2019,34469,25335,63276,77220,27937,24814,Absence
Mahindra,XUV300,2022,24064,8810,75392,52561,116985,91064,Absence
Honda,XUV300,2012,42178,97754,153000,102810,123843,77964,Presence
Ford,Amaze,2012,33253,8658,92127,166529,79228,11139,Presence
Hyundai,Creta,2019,16816,11783,28924,49869,18709,86614,Presence
Mahindra,Carnival,2021,3000,12497,25115,51709,22035,46253,Absence
MarutiSuzuki,Creta,2022,28859,10940,22961,47376,33742,40930,Presence
Hyundai,XUV300,2023,40874,8657,68544,69229,30083,86066,Absence
MarutiSuzuki,Harrier,2019,34976,6484,23992,46303,17601,34377,Presence
Renault,NaAbsence,2022,34345,13125,23572,104615,103899,10339,Presence
MarutiSuzuki,i20Active,2018,8997,12051,59869,19890,23654,39759,Absence
Toyota,i20Active,2018,20411,12127,34937,46137,25153,24581,Presence
Hyundai,Triber,2020,3000,10768,27759,23397,11555,15163,Presence
Hyundai,Alto,2020,13972,10141,19531,45093,26301,94866,Presence
Maruti,Polo,2011,23372,5711,19273,30957,36924,28676,Absence
Honda,Endeavour,2023,44180,13461,52045,145711,32326,131178,Absence
Honda,Amaze,2023,111850,151000,153000,164610,152519,117614,Presence
Honda,Carnival,2021,27008,12254,11795,59758,26071,43666,Presence
Tata,Carnival,2016,15125,11088,28702,24344,22036,20697,Presence
Mahindra,EtiosLiva,2017,3000,12167,28706,27925,26504,22769,Absence
Mahindra,Xcent,2020,5355,8228,59607,29102,15892,24808,Absence
Honda,NaAbsence,2013,21280,8323,23104,125813,31331,23700,Presence
Hyundai,EtiosLiva,2022,3000,13444,27852,52919,23769,10000,Presence
Volkswagen,Amaze,2021,165280,82338,153000,190353,162937,56221,Presence
Kia,Polo,2021,19872,11721,33820,18916,24796,28959,Presence
Hyundai,EcoSport,2012,220592,147936,149530,169379,60324,209284,Absence
Volkswagen,Carnival,2021,32179,10774,11647,30378,18990,27138,Presence
Maruti,Carnival,2020,27928,11663,9711,21862,19085,28433,Presence
Skoda,EtiosLiva,2020,3000,12026,38129,39991,19970,26684,Presence
Volkswagen,EtiosLiva,2012,16316,10490,28591,19110,17466,15551,Presence
Mahindra,Sonnet,2023,29636,11048,91201,45514,22861,81099,Presence
Ford,Creta,2020,134100,101424,116939,136112,135988,97210,Presence
Tata,Carnival,2020,15940,11331,15727,14613,23310,21861,Absence
Renault,WagonR,2020,14634,11751,31691,88271,35618,235561,Absence
Tata,Polo,2018,4401,9759,31232,38094,15868,22038,Presence
Maruti,Amaze,2023,258640,151000,53874,153109,165536,96227,Absence
Toyota,Carnival,2020,14616,10278,29154,72363,26520,17916,Absence
Hyundai,Alto,2019,7590,10942,26486,45604,26820,45435,Absence
Mahindra,EtiosLiva,2020,27271,11388,28806,27990,14924,10298,Absence
Mahindra,Amaze,2023,154360,105061,153000,181611,70152,111798,Presence
Hyundai,Polo,2011,10849,12522,16562,42533,21561,22993,Absence
MG,Amaze,2023,129637,101789,139218,162874,80642,82790,Presence
Mahindra,Amaze,2023,69987,7256,23008,19256,22365,111467,Presence
Ford,KUV100,2012,21239,9324,27701,104118,14650,89033,Presence
Nissan,Amaze,2013,70147,12295,29848,73879,17419,105598,Presence
Tata,Carnival,2020,23990,8645,20403,85747,22013,18069,Presence
Tata,Carnival,2019,12116,7533,33515,95445,15283,80989,Presence
Maruti,Vento,2018,14217,10739,14716,20728,27572,45447,Presence
Hyundai,EtiosLiva,2020,9846,13046,35734,56869,33580,24914,Presence
Maruti,Creta,2020,11585,9482,21493,53548,24035,29066,Absence
Tata,Seltos,2019,3000,11751,26982,11447,21406,25489,Presence
Renault,Creta,2023,149374,103356,35661,177910,86579,97298,Presence
MarutiSuzuki,NaAbsence,2022,7610,11851,37868,141970,85030,91678,Presence
Honda,Creta,2012,5584,98448,116484,162454,144600,123441,Presence
Hyundai,EtiosLiva,2020,20991,13267,23217,48196,23513,28940,Absence
Volvo,Sonnet,2016,33615,151000,42618,26375,133983,122019,Presence
Mahindra,Ertiga,2020,15107,25687,15822,47174,27961,29441,Presence
Mahindra,NaAbsence,2023,152773,97559,133759,101840,110614,121204,Presence
MarutiSuzuki,i20,2020,20401,11152,9318,45889,27636,12491,Presence
Toyota,Creta,2015,23116,10556,24345,46167,21165,52482,Presence
Tata,Creta,2023,179361,151000,71735,93998,142240,93875,Presence
MarutiSuzuki,City,2016,3000,12559,17514,162644,12994,119444,Presence
Ford,NaAbsence,2016,20877,116676,91780,126384,156604,123491,Presence
Maruti,i20Active,2021,3000,9985,15915,47025,29539,26666,Absence
Hyundai,i20Active,2021,28084,10899,20206,24353,26389,19985,Absence
Hyundai,Golf,2015,39521,22351,23146,24611,24813,71145,Absence
Hyundai,EtiosLiva,2022,3000,13495,96874,41924,10846,27137,Presence
Maruti,Carnival,2013,34046,11240,21209,46722,34673,24041,Absence
Tata,i20Active,2022,3000,14861,28676,26087,33468,27473,Presence
MarutiSuzuki,Seltos,2016,24744,10313,38036,26120,18304,29868,Presence
Mahindra,WR-V,2021,24349,20223,16829,55337,18671,14726,Presence
Tata,Creta,2019,83201,151000,134064,120653,112959,91640,Presence
Tata,EtiosLiva,2017,7115,9950,30953,22229,31608,25520,Presence
Volkswagen,Creta,2020,253278,151000,153000,189428,77749,62935,Absence
Mahindra,Amaze,2014,201293,151000,153000,132100,180359,67322,Presence
MG,XUV300,2023,151138,115292,130169,188647,101123,176410,Presence
,Carnival,2018,32401,11647,37033,89493,27395,20742,Presence
Ford,WR-V,2023,192057,93199,72793,183211,147118,87259,Presence
Tata,EtiosLiva,2019,4338,13444,16845,25985,23479,10000,Presence
Maruti,EtiosLiva,2021,3000,11189,34214,58800,35876,15210,Presence
Ford,NaAbsence,2016,257961,10487,29454,54096,60700,18187,Presence
MarutiSuzuki,WagonR,2017,5425,8918,35791,48922,25387,87439,Presence
Honda,Amaze,2023,215667,106263,153000,163448,135747,51990,Absence
Renault,Creta,2013,121828,151000,71486,173275,161413,88359,Presence
Ford,EtiosLiva,2020,11544,10351,25525,49097,20103,17701,Presence
Ford,Polo,2022,3000,10989,35747,41925,23868,34363,Presence
Tata,Venue,2023,87111,151000,153000,166863,179174,74428,Absence
Volvo,Nexon,2023,47105,88739,30418,97187,135675,91366,Absence
Hyundai,Duster,2023,207828,96013,68337,119244,157396,62033,Absence
Tata,i20Active,2018,7571,10003,43043,49530,21141,16933,Presence
Maruti,Ghibli,2020,3000,11038,15401,47718,25596,17511,Presence
Honda,NaAbsence,2013,314767,151000,153000,165532,191326,106674,Absence
Hyundai,Creta,2013,33610,9506,31311,138493,19547,16590,Presence
Toyota,EcoSport,2020,32301,8334,115961,104419,72083,22408,Presence
Maruti,Creta,2021,3749,13396,59108,107950,28061,36142,Presence
Renault,Carnival,2020,11355,11002,32022,27733,24455,11391,Absence
Fiat,Amaze,2012,24023,26674,59531,50474,23537,69597,Presence
Mahindra,Creta,2012,85491,102396,126948,69958,116935,83105,Absence
MarutiSuzuki,Carnival,2020,12382,25044,11786,27441,20189,18918,Presence
Renault,Amaze,2022,306661,151000,122498,143045,19439,89749,Presence
Hyundai,Ghibli,2019,12766,14172,37518,104305,28894,20018,Absence
Tata,Hexa,2020,7874,10680,28869,19675,6168,10000,Presence
Tata,NaAbsence,2014,82999,8609,60575,21890,138659,79073,Presence
Hyundai,Carnival,2021,10062,11805,31083,49264,15847,16125,Absence
Hyundai,EcoSport,2015,31112,11772,59303,45067,33499,32058,Presence
Maruti,EtiosLiva,2020,3000,12903,27589,57336,22577,36486,Presence
Mahindra,EcoSport,2020,21314,10987,21986,104068,40599,29348,Presence
Tata,Carnival,2020,3000,10572,20364,20408,18356,30166,Absence
MarutiSuzuki,Creta,2023,206351,96629,134086,105997,136786,109201,Absence
Toyota,Creta,2023,29622,79853,17571,27320,21240,36391,Presence
Audi,Polo,2021,12216,9729,35572,30572,22435,19170,Presence
,Carnival,2017,8332,95886,128119,86174,64806,125745,Presence
Maruti,Carnival,2023,39133,146266,60891,91079,94880,109331,Absence
Tata,Creta,2017,9366,10314,81360,41301,109763,93737,Presence
Toyota,Carnival,2022,36430,10277,23268,23308,24723,15138,Presence
Maruti,Carnival,2020,3000,13160,29403,51150,25904,22713,Presence
MarutiSuzuki,Triber,2018,6160,12912,15193,31294,22796,17492,Presence
Hyundai,NaAbsence,2021,39805,11892,19942,39852,29697,38492,Absence
Skoda,Aspire,2023,6331,92598,48989,103513,49011,51645,Presence
Maruti,CR-V,2023,17265,22724,20267,55659,18502,28973,Absence
Tata,Venue,2022,65970,102127,153000,49361,153358,83968,Presence
Tata,Triber,2016,111894,11041,45171,90017,69936,113159,Absence
Hyundai,A4,2012,20129,12902,18796,35897,22975,24171,Absence
Hyundai,City,2023,25030,22993,19188,48499,26154,18310,Absence
Volkswagen,Carnival,2023,29200,136457,126081,179698,78495,80642,Presence
MarutiSuzuki,Harrier,2019,3000,10356,14306,29999,26595,24712,Presence
Mahindra,Hexa,2020,7018,8782,28532,152323,21764,23417,Presence
Kia,Triber,2021,32031,11114,64512,24077,46251,103042,Presence
Maruti,Carnival,2018,18957,12768,15149,27428,37677,11976,Absence
MG,Creta,2023,107178,151000,113019,144340,169545,64272,Absence
Hyundai,Creta,2023,42837,78696,86970,140282,101036,118572,Absence
Mahindra,NaAbsence,2020,23616,8522,30528,96106,25692,101162,Absence
Mahindra,i20Active,2019,13252,11060,24237,29041,29477,40418,Absence
MarutiSuzuki,CorollaAltis,2010,13967,10179,23017,86896,25579,25273,Absence
Maruti,i20Active,2020,15755,9271,32610,52329,27881,23292,Presence
Tata,Carnival,2019,17916,25514,20328,20860,27337,17180,Absence
Tata,Amaze,2023,3000,151000,153000,186749,143858,98922,Absence
Toyota,Indica,2011,33771,13637,23727,29968,25292,19761,Presence
Mahindra,EtiosLiva,2018,16183,11285,39873,50387,23113,31828,Absence
Maruti,Polo,2020,3000,10816,39377,42658,22907,38263,Presence
Honda,Vento,2020,27754,11013,32681,134450,15178,80806,Absence
Hyundai,A4,2019,3000,13357,22941,22434,24110,26951,Absence
Mahindra,KUV100,2018,11275,8156,34227,53408,27061,25480,Presence
Maruti,Harrier,2020,20307,9643,17085,56202,23569,25851,Presence
Hyundai,Creta,2023,17756,9241,46332,73530,200897,96991,Absence
BMW,Creta,2022,27789,8079,127789,100725,87559,95515,Absence
Mahindra,Harrier,2023,68441,151000,146755,95811,163832,72803,Absence
Tata,Creta,2019,3000,10319,28768,49100,19190,16254,Presence
Mahindra,NaAbsence,2015,168663,99316,127313,163265,150407,72439,Presence
Chevrolet,Carnival,2023,87862,7492,132926,160491,82836,84300,Presence
Hyundai,Creta,2015,6442,10368,27037,125918,23275,79590,Presence
Hyundai,Carnival,2021,35767,11252,78167,159608,27957,92225,Presence
Maruti,i20Active,2020,50289,11497,20011,26529,23393,21531,Presence
Tesla,Creta,2015,75343,6672,20210,45967,57166,128063,Presence
Volkswagen,WR-V,2020,8215,9890,14417,47374,19423,31442,Presence
Toyota,Carnival,2023,16549,11148,69436,86949,11968,60970,Presence
MarutiSuzuki,Carnival,2020,8230,12000,22819,124372,22165,75307,Presence
Honda,Carnival,2020,10247,26153,19872,50393,21688,29270,Presence
Ford,Carnival,2016,11966,10528,21537,150019,43822,26611,Presence
Hyundai,Amaze,2023,86022,151000,151320,176939,154698,99523,Presence
Maruti,EtiosLiva,2019,11533,11230,24107,20636,22053,17777,Absence
Kia,Carnival,2014,9328,10888,31427,69243,23511,24284,Presence
Hyundai,i20Active,2020,34491,11622,16583,38053,25274,10000,Absence
Maruti,i20Active,2023,27000,23250,18941,73106,49530,98518,Absence
Mahindra,XUV300,2023,92815,91983,148100,122995,108811,79771,Presence
Tata,Carnival,2018,3000,10998,34996,103964,80572,21257,Presence
Maruti,KUV100NXT,2020,15642,10168,23532,24529,17690,30181,Absence
Tata,Ghibli,2019,6420,13287,22628,22493,17489,22678,Presence
Toyota,NaAbsence,2023,202218,151000,152546,189285,150118,205927,Absence
Hyundai,Hexa,2020,10010,7353,22524,56075,22692,28347,Absence
Toyota,Creta,2019,50293,9898,79814,135068,58341,101230,Presence
Tata,EcoSport,2013,24829,151000,153000,169784,149180,75582,Presence
Mahindra,Harrier,2019,31672,27165,23208,49642,20110,12410,Absence
Mahindra,Carnival,2013,289772,10558,127076,183912,64670,93290,Presence
Hyundai,Carnival,2013,51128,10449,130678,146211,101896,47182,Presence
Tata,Carnival,2018,16148,11445,143172,153610,73107,34124,Presence
Maruti,i20Active,2019,7330,13279,14966,32389,31768,14862,Absence
Maruti,Harrier,2019,17263,12253,27365,51825,25050,14415,Presence
Tata,Triber,2019,11750,12137,31749,93211,14926,63009,Absence
Maruti,EtiosLiva,2020,3000,12381,32863,38845,31355,35748,Presence
Ford,Creta,2011,12609,11024,31896,28590,18563,38967,Presence
Honda,NaAbsence,2022,7092,13514,55057,173240,60921,96707,Presence
Tata,Polo,2019,3000,10709,25478,18575,17298,20473,Presence
Ford,NaAbsence,2015,40152,11010,22577,27886,77552,17251,Absence
Maruti,NaAbsence,2020,32339,9634,36260,29754,32590,105281,Presence
Maruti,Carnival,2023,193366,87756,64320,122824,144031,101567,Absence
Hyundai,Amaze,2022,39266,11244,128536,112354,107052,72568,Absence
MG,EtiosLiva,2021,8820,11438,26005,41823,18978,18487,Absence
Maruti,Carnival,2023,82729,10313,32456,78330,125018,23515,Presence
MarutiSuzuki,EcoSport,2016,3000,9750,64014,23430,21122,123136,Presence
Toyota,Seltos,2020,16837,9641,30843,99875,26780,33444,Presence
Kia,EtiosLiva,2021,14036,10388,28752,49453,25257,35913,Presence
Mahindra,NaAbsence,2019,6302,9696,21946,37760,24610,38221,Absence
Hyundai,i20Active,2020,21127,9270,24830,54122,27178,34570,Absence
Tata,Venue,2021,160525,151000,153000,158102,139846,94149,Presence
Volkswagen,Carnival,2019,16969,12905,23801,88333,13926,28470,Presence
Maruti,Polo,2019,28811,12268,30398,49156,30212,23141,Presence
MarutiSuzuki,Amaze,2019,7687,10050,29393,19886,30053,23334,Presence
Tata,i20Active,2019,3000,12562,27800,23535,17269,13204,Absence
Maruti,Venue,2021,3000,11473,76913,75138,16559,62234,Presence
Hyundai,Creta,2023,139341,112764,137009,167143,153966,125970,Presence
Hyundai,NaAbsence,2015,35071,8969,33830,24451,24219,40533,Absence
Renault,Carnival,2019,12156,10830,31039,140870,25461,29815,Presence
Hyundai,XUV300,2023,48584,151000,153000,82284,48913,71281,Absence
Maruti,Amaze,2013,290647,12639,60549,138222,31072,113342,Absence
Porsche,Amaze,2023,129708,10818,71669,104634,75004,115234,Presence
Tata,Triber,2020,10407,12421,20346,82392,22396,28154,Absence
Hyundai,Carnival,2020,34009,11658,27430,52060,26142,33373,Absence
Fiat,NaAbsence,2023,236975,151000,133124,164837,178416,118219,Presence
Tata,Carnival,2020,23558,10790,20713,17937,19609,22633,Presence
Skoda,WR-V,2020,17748,11433,18266,42513,500,14970,Presence
Tata,EtiosLiva,2019,3000,7676,29934,21177,17684,15820,Presence
Maruti,Carnival,2019,14946,12554,25423,24830,15123,19146,Absence
Volvo,Carnival,2018,22453,10842,19622,46723,17419,98399,Absence
Maruti,Triber,2021,7005,12784,7000,116685,13963,16962,Presence
Honda,Polo,2019,8472,15330,29519,31539,11577,18875,Presence
Maruti,XyloD2MAXX,2020,14466,9528,22903,49317,18306,11003,Presence
Ford,XUV300,2016,23594,25916,53912,147218,20257,101951,Presence
Tata,Polo,2020,3000,13102,23985,48840,18256,27689,Presence
Mahindra,Carnival,2023,29767,21265,78050,81368,104293,76331,Absence
,i20,2022,29775,26553,11130,89740,27333,24278,Absence
Jeep,EtiosLiva,2020,6469,11690,26760,44480,21160,35606,Presence
,Creta,2023,156078,151000,139675,148564,176011,85718,Absence
BMW,Amaze,2023,107222,151000,144259,163356,238601,71346,Presence
MG,Polo,2020,15327,11846,19721,50973,16117,16997,Presence
Mahindra,EtiosLiva,2020,35784,10965,22375,57082,28190,33302,Presence
Maruti,Polo,2016,35387,151000,37268,170623,173231,77749,Absence
Tata,Sonnet,2023,37104,11987,23732,160362,153341,110920,Presence
Tata,Creta,2018,25590,22615,24368,43361,25912,16185,Presence
Hyundai,Venue,2015,245823,86596,153000,140562,247856,208114,Absence
Suzuki,Amaze,2023,107473,151000,117399,132534,140200,142494,Absence
Hyundai,A4,2018,8359,11369,20119,60645,18638,22322,Absence
Ford,Triber,2019,16087,8585,52081,134392,32522,38655,Presence
Maruti,Carnival,2015,32441,10795,14639,32002,37876,82530,Absence
MarutiSuzuki,Polo,2020,53357,11746,22244,50947,23096,32159,Presence
Tata,Polo,2020,3000,13782,18069,26169,16641,15949,Absence
Hyundai,Hector,2023,32155,11865,43395,165985,108998,57721,Presence
,Carnival,2013,210694,141272,44503,87147,124827,109804,Presence
Hyundai,XUV300,2016,96498,13749,99203,161131,133427,60530,Absence
Mahindra,Carnival,2023,3000,10131,145419,43646,28710,31660,Presence
Porsche,Creta,2023,197160,87617,131848,119518,25958,101131,Presence
Nissan,Creta,2020,28618,10254,24769,25042,20539,15101,Presence
Hyundai,Aspire,2021,33944,7857,27394,25659,24767,67231,Absence
Maruti,EcoSport,2021,36672,9928,89789,124735,25785,78428,Absence
Mahindra,Carnival,2023,45459,11445,87990,100761,29993,111102,Absence
Nissan,Harrier,2015,31687,10188,27751,46620,11583,25722,Presence
Toyota,Amaze,2020,218395,131683,139389,171922,96257,65014,Presence
MarutiSuzuki,Amaze,2016,168799,151000,130841,153207,164114,112714,Absence
Hyundai,WR-V,2023,19862,12803,29252,54975,27397,35960,Absence
MarutiSuzuki,488GTB,2021,3000,11322,27920,46303,22922,31954,Presence
Tata,Carnival,2011,38875,8789,21291,87051,126446,78982,Presence
Maruti,Creta,2019,3000,12810,8192,21329,23666,32038,Presence
